label,t_min,co2_ppm,t_air,rh,uBoil,uCO2,uLamp,uVent,lamp_kwh_step,heat_kwh_step,Pn_gross_ch2o,Pn_net_co2,resp_growth,resp_maint,parCan,fruit_growth_dm,profit,elec_cost,heat_cost,lamp_kwh_cum,heat_kwh_cum,energy_kwh_cum,Pn_cum_co2_mg_m2
default RB,2820.0,476.75762939453125,16.29438591003418,83.3192138671875,0.023570780666995052,1.3772705317178794e-21,0.0,1.762196982285837e-05,0.0,0.0007660503716773392,-4.1462044814362933e-16,-0.08504599584088308,0.0024256493711153596,0.05556025590214844,0.0,-0.4435425002593547,-7.986250534008902e-05,0.0,6.894453610293567e-05,0.0,3.395909647122242,3.395909647122242,39030.382691509905
default RB,2835.0,481.2443542480469,15.829285621643066,85.45465850830078,0.062303914467254355,8.50536587779922e-22,0.0,0.00045202970352640175,0.0,0.0020248772201857668,-6.26074967338003e-16,-0.08460684453082983,0.0023027422724898328,0.05538374165808031,0.0,-0.7034272375167347,-0.00019955408518847363,0.0,0.0001822389531880617,0.0,3.397934524342428,3.397934524342428,38954.23653143216
default RB,2850.0,481.2642822265625,15.690595626831055,84.75654602050781,0.8281171791776006,5.626313717197885e-22,0.0,0.0225846916918954,0.0,0.02691380832327202,-6.268133703786707e-16,-0.08417163350562108,0.0021927167899296537,0.05519703235575009,0.0,-0.940213973284699,-0.0024453865145634,0.0,0.0024222427859902384,0.0,3.4248483326656998,3.4248483326656998,38878.4820612771
default RB,2865.0,484.1393127441406,16.039798736572266,82.79298400878906,0.9453042455467906,5.615995357708636e-22,0.0,0.006345659931084732,0.0,0.030722387980270698,-6.268381130314994e-16,-0.08376603124622073,0.0020967332998497405,0.05501646885546711,0.0,-1.140301246632589,-0.0027930839568484,0.0,0.0027650150030851363,0.0,3.4555707206459703,3.4555707206459703,38803.0926331555
default RB,2880.0,489.076416015625,16.1673583984375,82.68719482421875,0.40937077870639627,4.309488973950968e-22,0.0,0.00017151471762235292,0.0,0.01330455030795788,-6.286439622942751e-16,-0.08338759103402124,0.002007191221076217,0.05484798352120111,0.0,-1.3180442740267608,-0.0012298536982193874,0.0,0.0011974095314741134,0.0,3.4688752709539283,3.4688752709539283,38728.043801224885
default RB,2895.0,894.699462890625,16.517396926879883,81.76030731201172,0.9999999999953286,0.9999999999634359,0.0,4.6712900880763186e-08,0.0,0.03249999999984818,-7.428024593534837e-16,-0.08303320726932427,0.0019260823621719712,0.054687467090085144,0.0,-1.484212669020053,-0.004311534465698956,0.0,0.002925,0.0,3.5013752709537767,3.5013752709537767,38653.31391468249
default RB,2910.0,848.4867553710938,17.828676223754883,86.83860778808594,0.9999999998826221,1.6293686723872748e-06,1.0,1.173776936091997e-06,0.029,0.03249999999618522,0.3510749848731384,0.4228451194158944,0.008210203518585235,0.05456129572559876,160.61348912533418,3.784914178409963,-0.01153183508140986,0.0087,0.002925,0.029,3.5338752709499617,3.5628752709499616,39033.874522156795
default RB,2925.0,725.4349365234375,18.194738388061523,87.29917907714844,0.9999793606086722,0.00011494195431357293,1.0,0.17108627797433495,0.029,0.03249932921978185,0.3377982092380479,0.3797354070581078,0.024411339786812584,0.0544763690230563,160.60692912344265,27.629246376731317,-0.01094499032256199,0.0087,0.0029249396771192553,0.058,3.5663746001697434,3.624374600169743,39375.63638850909
default RB,2940.0,946.3982543945312,18.209728240966797,86.68267822265625,0.999399246537659,0.905725441162002,1.0,0.4085572831837578,0.029,0.03248047551247392,0.3590422459702549,0.3797844921777363,0.04569188808190907,0.054406390333714194,160.60415344459705,69.66734449319483,-0.011131083627518336,0.0087,0.0029232427909970282,0.08700000000000001,3.5988550756822173,3.6858550756822175,39717.442431469055
default RB,2955.0,797.4945678710938,18.922466278076172,86.20269012451172,0.9993103748197453,1.3933565022476912e-08,1.0,0.1815943272657618,0.029,0.032477587181641725,0.34543465095200193,0.33827550529729383,0.060434788583328486,0.05435747629874527,160.60498724843703,110.17130023232312,-0.008911073934725015,0.0087,0.00292298284471035,0.116,3.631332662863859,3.747332662863859,40021.89038623662
