segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time
48,46,9,5.111111,55,171.67635599772134,4,marker,48,2026-03-19 14:39:02.032,2026-03-19 14:39:52.064,2026-03-19 14:41:01.998
49,50,10,5.000000,60,184.64881896972656,5,marker,49,2026-03-19 14:40:22.017,2026-03-19 14:41:01.998,2026-03-19 14:42:01.984
50,54,11,4.909091,65,202.60412089029947,5,marker_interpolated,50,2026-03-19 14:42:21.978,2026-03-19 14:43:12.021,2026-03-19 14:44:32.002
51,58,12,4.833333,70,217.3008575439453,5,marker,51,2026-03-19 14:45:51.969,2026-03-19 14:46:41.870,2026-03-19 14:47:41.941
52,62,12,5.166667,75,230.14289347330728,1,marker_interpolated,52,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
53,67,13,5.153846,80,248.54441833496094,1,marker_interpolated,53,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
54,71,14,5.071429,85,262.8307800292969,1,marker_interpolated,54,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
55,75,15,5.000000,90,274.7548116048177,1,marker_interpolated,55,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
56,79,16,4.937500,95,297.49945068359375,1,marker_interpolated,56,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
57,83,17,4.882353,100,311.6516825358073,1,marker_interpolated,57,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
58,9,1,9.000000,10,31.551157633463543,1,marker_interpolated,58,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
59,13,2,6.500000,15,44.446824391682945,1,marker_interpolated,59,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
60,18,2,9.000000,20,61.1190439860026,1,marker_interpolated,60,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
61,22,3,7.333333,25,73.91565450032552,1,marker_interpolated,61,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
62,26,4,6.500000,30,97.47298177083333,1,marker_interpolated,62,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
63,31,4,7.750000,35,114.35479482014973,1,marker_interpolated,63,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
64,35,5,7.000000,40,128.63711547851562,1,marker_interpolated,64,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
65,39,6,6.500000,45,145.0089111328125,1,marker_interpolated,65,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
66,44,6,7.333333,50,161.82879638671875,1,marker_interpolated,66,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
67,48,7,6.857143,55,174.1078084309896,1,marker_interpolated,67,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
68,52,8,6.500000,60,192.2269541422526,1,marker_interpolated,68,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
69,57,8,7.125000,65,208.73978169759116,1,marker_interpolated,69,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
70,61,9,6.777778,70,223.10299682617188,1,marker_interpolated,70,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
71,66,9,7.333333,75,239.26475524902344,1,marker_interpolated,71,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
72,70,10,7.000000,80,253.84925333658853,1,marker_interpolated,72,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
73,74,11,6.727273,85,265.4097900390625,1,marker_interpolated,73,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
74,79,11,7.181818,90,288.987060546875,1,marker_interpolated,74,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
75,83,12,6.916667,95,302.75832112630206,1,marker_interpolated,75,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
76,88,12,7.333333,100,318.8960774739583,1,marker_interpolated,76,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
77,10,0,inf,10,34.37237421671549,1,marker_interpolated,77,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
78,15,0,inf,15,51.155094146728516,1,marker_interpolated,78,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
79,20,0,inf,20,67.8908208211263,1,marker_interpolated,79,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
80,25,0,inf,25,84.03494262695312,1,marker_interpolated,80,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
81,30,0,inf,30,100.94798533121745,1,marker_interpolated,81,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
82,35,0,inf,35,117.4544169108073,1,marker_interpolated,82,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
83,40,0,inf,40,135.56170145670572,1,marker_interpolated,83,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
84,45,0,inf,45,151.86371866861978,1,marker_interpolated,84,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
85,50,0,inf,50,166.8180185953776,1,marker_interpolated,85,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
86,55,0,inf,55,185.91312154134116,1,marker_interpolated,86,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
87,60,0,inf,60,201.79737854003906,1,marker_interpolated,87,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
88,65,0,inf,65,217.79674784342447,1,marker_interpolated,88,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
89,70,0,inf,70,234.0245819091797,1,marker_interpolated,89,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
90,75,0,inf,75,248.59866841634116,1,marker_interpolated,90,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
91,80,0,inf,80,270.9560241699219,1,marker_interpolated,91,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
92,85,0,inf,85,286.8434143066406,1,marker_interpolated,92,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
93,90,0,inf,90,302.63341267903644,1,marker_interpolated,93,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
94,95,0,inf,95,317.4482727050781,1,marker_interpolated,94,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
95,100,0,inf,100,326.2321065266927,1,marker_interpolated,95,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923,2026-03-19 14:48:01.923
