ID,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,x_mm,y_mm,z_mm,PPFD_spec_mean,segment_id,pwm_r,pwm_b,rb_ratio_pwm,ppfd_red_mean,ppfd_blue_mean,row_count,start_timestamp,end_timestamp,device_id,update_type,temperature_mean,humidity_mean,a1_raw_mean,vcap_raw_mean,co2_ppm_mean,sp_clear_mean,sp_nir_mean,spectral_gain_mean,sleep_time_mean,spec_sum,spec_per_ppfd,clean_status,clean_reason,x_cm,y_cm,z_cm
173523_grid9_p6_R_x9.5_y0__govee-04,12,11,12,12,324.6666666667,37,10,69.6666666667,,,,15.345607121785482,4,70,0,inf,15.3456071218,0,3,2026-04-28 17:48:35.188,2026-04-28 17:49:35.222,T6ncwg==,COMPACT,26.3066666667,46.7133333333,0.5023333333,3.9316666667,-1,527,74,1,30,488.3333333334,31.8223534239,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-05,16,14,15,16,419.75,48,12.25,88.5,,,,19.910069783528645,5,90,0,inf,19.9100697835,0,4,2026-04-28 17:51:05.190,2026-04-28 17:52:35.126,T6ncwg==,COMPACT,26.3975,46.7325,0.5445,3.9265,-1,680.5,97.75,1,30,629.5,31.6171669333,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-07,4,6,9,4,105.6666666667,11,3,23,,,,4.92867644627889,7,24,6,4.000000,3.942941157,0.9857352893,3,2026-04-28 17:57:04.988,2026-04-28 17:58:05.039,T6ncwg==,COMPACT,26.3066666667,46.6033333333,0.296,3.9036666667,-1,162.3333333333,21,1,30,165.6666666667,33.6128103503,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-08,7,14,21,9,196,21,6,42,,,,9.212791760762533,8,40,10,4.000000,7.3702334086,1.8425583522,3,2026-04-28 17:59:35.051,2026-04-28 18:00:34.966,T6ncwg==,COMPACT,26.3366666667,46.62,0.408,3.907,-1,297,39,1,30,316,34.3001348783,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-09,10,21,32,13,285.3333333333,31,9,60,,,,13.471430142720541,9,56,14,4.000000,10.7771441142,2.6942860285,3,2026-04-28 18:02:34.901,2026-04-28 18:03:34.956,T6ncwg==,COMPACT,26.18,46.69,0.4783333333,3.8926666667,-1,429,58,1,30,461.3333333333,34.2453123719,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-10,14,32.5,51.25,18,378.5,40,12,76,,,,17.94158999125163,10,72,18,4.000000,14.353271993,3.5883179983,4,2026-04-28 18:05:04.911,2026-04-28 18:06:34.844,T6ncwg==,COMPACT,26.1675,46.6875,0.53975,3.88275,-1,555,77.5,1,30,622.25,34.6819875108,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-12,3,12,21,5,88,8,3,17,,,,4.195824146270752,12,18,12,1.500000,2.5174944878,1.6783296585,3,2026-04-28 18:11:04.727,2026-04-28 18:12:04.730,T6ncwg==,COMPACT,26.1066666667,46.7933333333,0.2756666667,3.8643333333,-1,114,15,1,30,157,37.4181554152,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-13,6,31,53,11,178,16,6,32,,,,8.637984275817871,13,30,20,1.500000,5.1827905655,3.4551937103,4,2026-04-28 18:13:34.745,2026-04-28 18:15:04.664,T6ncwg==,COMPACT,26.05,46.9075,0.4,3.864,-1,215,29.25,1,30,333,38.5506605901,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-14,9,51,88,17,270.6666666667,24.3333333333,9,46.3333333333,,,,13.222570101420084,14,42,28,1.500000,7.9335420609,5.2890280406,3,2026-04-28 18:16:34.687,2026-04-28 18:17:34.682,T6ncwg==,COMPACT,26.0266666667,46.9566666667,0.4776666667,3.841,-1,316.3333333333,45,1,30,515.3333333333,38.9737645088,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-15,12.5,71.75,124.5,23.5,363.5,32.25,12,60,,,,17.850208282470703,15,54,36,1.500000,10.7101249695,7.140083313,4,2026-04-28 18:19:04.565,2026-04-28 18:20:34.570,T6ncwg==,COMPACT,26.0225,47.025,0.539,3.85275,-1,413.75,60.75,1,30,700,39.2152286922,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-17,3,10,17,5,94,9,3,19,,,,4.467321395874023,17,20,10,2.000000,2.9782142639,1.489107132,3,2026-04-28 18:25:04.522,2026-04-28 18:26:04.503,T6ncwg==,COMPACT,26.0533333333,47.05,0.284,3.8293333333,-1,131,17,1,30,160,35.8156456233,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-18,6,24,40,10,181,18,6,35.25,,,,8.680108706156412,18,33,17,1.941176,5.7288717461,2.9512369601,4,2026-04-28 18:27:34.461,2026-04-28 18:29:04.439,T6ncwg==,COMPACT,25.9975,47.2125,0.3995,3.82125,-1,242,32,1,30,320.25,36.8946992303,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-19,10,41,69.3333333333,16,278.6666666667,27,9,52,,,,13.439885139465332,19,47,23,2.043478,9.0239228794,4.4159622601,3,2026-04-28 18:30:34.350,2026-04-28 18:31:34.409,T6ncwg==,COMPACT,25.9733333333,47.2366666667,0.4813333333,3.806,-1,359,49,1,30,503,37.4259150864,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-20,13,58,98.3333333333,21,367,35,12.3333333333,65.6666666667,,,,17.786436080932617,20,60,30,2.000000,11.857624054,5.928812027,3,2026-04-28 18:33:34.327,2026-04-28 18:34:34.278,T6ncwg==,COMPACT,26.01,47.3233333333,0.5456666667,3.8163333333,-1,461.3333333333,66,1,30,670.3333333333,37.6878948814,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-22,2,16,28,5,79,7,2,13,,,,3.8656342029571533,22,15,15,1.000000,1.9328171015,1.9328171015,3,2026-04-28 18:39:04.275,2026-04-28 18:40:04.174,T6ncwg==,COMPACT,26.0466666667,47.32,0.26,3.7923333333,-1,88,12,1,30,152,39.3208441408,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-23,6,43,74,12,175,14,6,27,,,,8.72594420115153,23,25,25,1.000000,4.3629721006,4.3629721006,4,2026-04-28 18:41:34.199,2026-04-28 18:43:04.097,T6ncwg==,COMPACT,26.015,47.4325,0.39975,3.78025,-1,176.25,25,1,30,357,40.9124779818,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-24,9,67,117,19,264,21,9,39.3333333333,,,,13.240034103393555,24,35,35,1.000000,6.6200170517,6.6200170517,3,2026-04-28 18:44:34.124,2026-04-28 18:45:34.063,T6ncwg==,COMPACT,26.01,47.37,0.478,3.7783333333,-1,258.6666666667,38,1,30,545.3333333333,41.1882121356,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-25,12,91.3333333333,161,26,354.3333333333,28,13,51,,,,17.789705276489258,25,45,45,1.000000,8.8948526382,8.8948526382,3,2026-04-28 18:47:34.056,2026-04-28 18:48:34.034,T6ncwg==,COMPACT,26.0066666667,47.4566666667,0.533,3.7816666667,-1,341.6666666667,52.3333333333,1,30,736.6666666666,41.4097173178,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-27,2,28,49,7,75.3333333333,4,3,8,,,,3.8849192460378013,27,10,20,0.500000,1.294973082,2.589946164,3,2026-04-28 18:53:03.895,2026-04-28 18:54:03.948,T6ncwg==,COMPACT,26.0833333333,47.3966666667,0.261,3.76,-1,48,8,1,30,176.3333333333,45.389188852,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-28,5,60,106,14,164,10,6,18,,,,8.455695788065592,28,17,33,0.515152,2.8749365679,5.5807592201,3,2026-04-28 18:56:03.866,2026-04-28 18:57:03.848,T6ncwg==,COMPACT,26.0633333333,47.49,0.3973333333,3.7553333333,-1,107,18,1,30,383,45.2949123998,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-29,8,94,167,23,253.6666666667,16,10,27,,,,13.078743934631348,29,23,47,0.489362,4.2973015785,8.7814423561,3,2026-04-28 18:58:33.845,2026-04-28 18:59:33.836,T6ncwg==,COMPACT,26.0466666667,47.49,0.477,3.75,-1,161.6666666667,28,1,30,598.6666666667,45.7740184882,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-30,11,122,218,30,334.6666666667,21,13,35.6666666667,,,,17.26282246907552,30,30,60,0.500000,5.7542741564,11.5085483127,3,2026-04-28 19:01:33.778,2026-04-28 19:02:33.786,T6ncwg==,COMPACT,26.05,47.58,0.5393333333,3.74,-1,217.3333333333,38,1,30,785.3333333334,45.4927538495,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-32,2,24,41,6,78,5,3,10,,,,3.9593145847320557,32,12,18,0.666667,1.5837258339,2.3755887508,3,2026-04-28 19:07:03.723,2026-04-28 19:08:03.615,T6ncwg==,COMPACT,26.0366666667,47.58,0.2633333333,3.7266666667,-1,64.3333333333,10,1,30,169,42.6841556495,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-33,5,53,93,13,167,12,6,21,,,,8.545125007629395,33,20,30,0.666667,3.4180500031,5.1270750046,4,2026-04-28 19:09:33.667,2026-04-28 19:11:03.578,T6ncwg==,COMPACT,26.0175,47.6375,0.3995,3.72625,-1,134,21,1,30,370,43.2995420979,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-34,8,82.6666666667,145.6666666667,21,256.6666666667,18,9,32,,,,13.135794321695963,34,28,42,0.666667,5.2543177287,7.881476593,3,2026-04-28 19:12:33.507,2026-04-28 19:13:33.488,T6ncwg==,COMPACT,26.0866666667,47.61,0.4793333333,3.7216666667,-1,200.6666666667,32,1,30,573.0000000001,43.6212676575,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-35,11,109.3333333333,194.6666666667,29,342.6666666667,24,13,42,,,,17.5900452931722,35,36,54,0.666667,7.0360181173,10.5540271759,3,2026-04-28 19:15:33.511,2026-04-28 19:16:33.441,T6ncwg==,COMPACT,26.0266666667,47.6766666667,0.5386666667,3.721,-1,268.6666666667,44,1,30,765.6666666667,43.5284079094,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-37,2,37,66,8,75,3,3,4,,,,3.944328228632609,37,6,24,0.250000,0.7888656457,3.1554625829,3,2026-04-28 19:21:03.452,2026-04-28 19:22:03.405,T6ncwg==,COMPACT,26.08,47.6666666667,0.269,3.6926666667,-1,20,5,1,30,198,50.19866211,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-38,4,76.25,135,17,159,7,6,11,,,,8.384188652038574,38,10,40,0.250000,1.6768377304,6.7073509216,4,2026-04-28 19:23:33.333,2026-04-28 19:25:03.267,T6ncwg==,COMPACT,26.0525,47.665,0.39925,3.7,-1,51,13,1,30,415.25,49.5277500583,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-39,7,113,201,25,241.6666666667,12,10,17,,,,12.732152938842773,39,14,56,0.250000,2.5464305878,10.1857223511,3,2026-04-28 19:26:33.302,2026-04-28 19:27:33.282,T6ncwg==,COMPACT,26.06,47.7333333333,0.4756666667,3.6893333333,-1,87,20,1,30,626.6666666667,49.2192223638,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-40,10,148.6666666667,268,34,324.3333333333,16,13,23.6666666667,,,,17.1768061319987,40,18,72,0.250000,3.4353612264,13.7414449056,3,2026-04-28 19:29:33.220,2026-04-28 19:30:33.165,T6ncwg==,COMPACT,26.0833333333,47.6833333333,0.536,3.6823333333,-1,122,28,1,30,837.6666666667,48.7673121667,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-42,2,51,90,10,88,3,4.3333333333,3,,,,4.826306660970052,42,0,30,0.000000,0,4.826306661,3,2026-04-28 19:35:03.108,2026-04-28 19:36:03.152,T6ncwg==,COMPACT,26.07,47.7133333333,0.299,3.661,-1,4,5,1,30,251.3333333333,52.0757073656,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-43,5,99,176,21,171,5,7,5,,,,9.344576199849447,43,0,50,0.000000,0,9.3445761998,4,2026-04-28 19:37:33.091,2026-04-28 19:39:03.085,T6ncwg==,COMPACT,26.11,47.7825,0.42075,3.65875,-1,8,9,1,30,489,52.3298210151,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-44,7,143,257,30,249,8,11,8,,,,13.638030370076498,44,0,70,0.000000,0,13.6380303701,3,2026-04-28 19:40:32.981,2026-04-28 19:41:32.980,T6ncwg==,COMPACT,26.1266666667,47.8033333333,0.489,3.652,-1,12,13,1,30,713,52.280276598,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-45,9,188,341.5,41,330,11,15,11,,,,18.131059646606445,45,0,90,0.000000,0,18.1310596466,4,2026-04-28 19:43:02.946,2026-04-28 19:44:32.954,T6ncwg==,COMPACT,26.1,47.8225,0.54,3.663,-1,15,18,1,30,946.5,52.2032367908,keep,,9.5,0.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-02,1.3333333333,1,1,1,43,5,1,9,,,,5.996113618214925,2,30,0,inf,5.9961136182,0,3,2026-04-29 10:46:45.310,2026-04-29 10:47:45.248,T6ncwg==,COMPACT,28.5533333333,41.0166666667,0.2036666667,4.6103333333,-1,72,10,1,30,62.3333333333,10.3956224485,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-03,3,2,3,3,78,9,2.3333333333,17,,,,10.949738184611002,3,50,0,inf,10.9497381846,0,3,2026-04-29 10:49:15.223,2026-04-29 10:50:15.275,T6ncwg==,COMPACT,28.3466666667,41.1,0.2386666667,4.593,-1,131,19,1,30,117.3333333333,10.7156291187,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-04,4.3333333333,4,4,4,111.3333333333,13,3,24,,,,15.693772951761881,4,70,0,inf,15.6937729518,0,3,2026-04-29 10:52:15.225,2026-04-29 10:53:15.158,T6ncwg==,COMPACT,28.1733333333,41.1633333333,0.2953333333,4.5766666667,-1,187,27,1,30,167.6666666666,10.6836429444,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-05,5,5,5,6,144.6666666667,16,4,31,,,,20.40257199605306,5,90,0,inf,20.4025719961,0,3,2026-04-29 10:54:45.138,2026-04-29 10:55:45.191,T6ncwg==,COMPACT,28.0866666667,41.42,0.343,4.5643333333,-1,243,36,1,30,216.6666666667,10.6195761352,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-08,2,4,6,3,67,7,2,14,,,,9.434396107991537,8,40,10,4.000000,7.5475168864,1.8868792216,3,2026-04-29 11:03:44.970,2026-04-29 11:04:45.023,T6ncwg==,COMPACT,27.4933333333,41.7533333333,0.219,4.527,-1,106,14,1,30,105,11.1294881833,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-09,3,7,10,4,97.5,10.75,3,21,,,,13.829582214355469,9,56,14,4.000000,11.0636657715,2.7659164429,4,2026-04-29 11:06:14.887,2026-04-29 11:07:44.905,T6ncwg==,COMPACT,27.2875,41.895,0.28075,4.51825,-1,153,21,1,30,156.25,11.2982444139,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-10,5,10,16,6,129,14,4,26.6666666667,,,,18.495529810587566,10,72,18,4.000000,14.7964238485,3.6991059621,3,2026-04-29 11:09:14.830,2026-04-29 11:10:14.918,T6ncwg==,COMPACT,27.1966666667,41.9733333333,0.3283333333,4.5103333333,-1,198.6666666667,28,1,30,210.6666666667,11.390139608,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-13,2,9,16,3,59,5,2,11,,,,8.878896395365397,13,30,20,1.500000,5.3273378372,3.5515585581,4,2026-04-29 11:17:44.725,2026-04-29 11:19:14.706,T6ncwg==,COMPACT,26.8925,42.3975,0.208,4.483,-1,77,10.5,1,30,107,12.0510472513,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-14,3,16,27,5,90,8,3,16,,,,13.591081301371256,14,42,28,1.500000,8.1546487808,5.4364325205,3,2026-04-29 11:20:44.669,2026-04-29 11:21:44.582,T6ncwg==,COMPACT,26.78,42.5033333333,0.2746666667,4.456,-1,113,16,1,30,168,12.3610473865,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-15,4,22,39,8,120.25,11,4,21,,,,18.347815195719402,15,54,36,1.500000,11.0086891174,7.3391260783,4,2026-04-29 11:23:14.631,2026-04-29 11:24:44.534,T6ncwg==,COMPACT,26.6175,42.585,0.328,4.44075,-1,148.25,22,1,30,229.25,12.4946756633,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-18,2,7,12,3,61,6,2,12,,,,8.94349447886149,18,33,17,1.941176,5.902706356,3.0407881228,4,2026-04-29 11:31:44.409,2026-04-29 11:33:14.435,T6ncwg==,COMPACT,26.415,42.9875,0.21925,4.4195,-1,86.25,11,1,30,105,11.7403773489,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-19,3,13,22,5,94,9,3,18,,,,13.874666531880697,19,47,23,2.043478,9.3158475285,4.5588190033,3,2026-04-29 11:34:44.337,2026-04-29 11:35:44.345,T6ncwg==,COMPACT,26.4766666667,43.09,0.288,4.404,-1,128.6666666667,18,1,30,167,12.0363253139,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-20,4,18,31,7,123.3333333333,12,4,23,,,,18.37826410929362,20,60,30,2.000000,12.2521760729,6.1260880364,3,2026-04-29 11:37:44.322,2026-04-29 11:38:44.308,T6ncwg==,COMPACT,26.23,43.11,0.3343333333,4.3906666667,-1,165.6666666667,24,1,30,222.3333333333,12.0976242376,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-23,2,13,23,4,57,5,2,9,,,,8.983353614807129,23,25,25,1.000000,4.4916768074,4.4916768074,4,2026-04-29 11:45:44.134,2026-04-29 11:47:14.087,T6ncwg==,COMPACT,26.025,43.425,0.218,4.375,-1,63,9,1,30,115,12.8014553285,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-24,3,20.3333333333,36,6,86,7,3,14,,,,13.620675086975098,24,35,35,1.000000,6.8103375435,6.8103375435,3,2026-04-29 11:48:44.161,2026-04-29 11:49:44.096,T6ncwg==,COMPACT,26.0133333333,43.49,0.285,4.3616666667,-1,93,14,1,30,175.3333333333,12.8725876077,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-25,4,28,50,8,116,10,4,18,,,,18.366355260213215,25,45,45,1.000000,9.1831776301,9.1831776301,3,2026-04-29 11:51:44.069,2026-04-29 11:52:44.005,T6ncwg==,COMPACT,25.99,43.6366666667,0.3286666667,4.342,-1,122.6666666667,18.6666666667,1,30,238,12.958477424,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-28,1,18,33,4,52,3,2,6,,,,8.701857884724935,28,17,33,0.515152,2.9586316808,5.7432262039,3,2026-04-29 12:00:13.890,2026-04-29 12:01:13.888,T6ncwg==,COMPACT,25.7633333333,43.8733333333,0.206,4.3216666667,-1,38,6,1,30,119,13.6752405723,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-29,2,29,52,7,80,5,3,9,,,,13.47835890452067,29,23,47,0.489362,4.4286036401,9.0497552645,3,2026-04-29 12:03:13.790,2026-04-29 12:04:13.763,T6ncwg==,COMPACT,25.87,43.8933333333,0.275,4.305,-1,58,10,1,30,187,13.8740926343,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-30,3,37,68,10,106.25,7,4,12,,,,17.809115091959637,30,30,60,0.500000,5.9363716973,11.8727433946,4,2026-04-29 12:05:43.719,2026-04-29 12:07:13.729,T6ncwg==,COMPACT,25.685,43.9675,0.32475,4.28175,-1,78,13,1,30,247.25,13.8833400044,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-33,1,16,29,4,54,4,2,7,,,,8.797415733337402,33,20,30,0.666667,3.5189662933,5.27844944,4,2026-04-29 12:14:13.613,2026-04-29 12:15:43.517,T6ncwg==,COMPACT,25.54,44.3075,0.20875,4.2585,-1,48,7,1,30,117,13.2993601242,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-34,2,25,45,7,82,6,3,11,,,,13.553534507751465,34,28,42,0.666667,5.4214138031,8.1321207047,3,2026-04-29 12:17:13.525,2026-04-29 12:18:13.580,T6ncwg==,COMPACT,25.56,44.3766666667,0.2796666667,4.2496666667,-1,72,11,1,30,181,13.3544500806,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-35,3,33.3333333333,60.3333333333,9,110,8,4,15,,,,18.08820915222168,35,36,54,0.666667,7.2352836609,10.8529254913,3,2026-04-29 12:20:13.473,2026-04-29 12:21:13.461,T6ncwg==,COMPACT,25.5933333333,44.4866666667,0.3266666667,4.23,-1,96,15,1,30,242.6666666666,13.4157375462,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-38,1,23,42,5,49,2,2,3,,,,8.611193974812826,38,10,40,0.250000,1.722238795,6.8889551799,3,2026-04-29 12:28:43.369,2026-04-29 12:29:43.316,T6ncwg==,COMPACT,25.45,44.6166666667,0.217,4.2053333333,-1,18,4,1,30,127,14.7482451762,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-39,2,34,62,8,74.25,4,3,6,,,,13.083009084065756,39,14,56,0.250000,2.6166018168,10.4664072673,4,2026-04-29 12:31:13.327,2026-04-29 12:32:43.195,T6ncwg==,COMPACT,25.375,44.735,0.274,4.1885,-1,31,7,1,30,193.25,14.771066714,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-40,3,45,83,11,100,5,4,8,,,,17.594417572021484,40,18,72,0.250000,3.5188835144,14.0755340576,3,2026-04-29 12:34:13.266,2026-04-29 12:35:13.161,T6ncwg==,COMPACT,25.46,44.7533333333,0.3243333333,4.1853333333,-1,43,9,1,30,259,14.7205782141,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-43,1,30,54,6,51,1,2,2,,,,9.588191032409668,43,0,50,0.000000,0,9.5881910324,3,2026-04-29 12:43:13.058,2026-04-29 12:44:13.064,T6ncwg==,COMPACT,25.27,45.0433333333,0.2413333333,4.1533333333,-1,2,3,1,30,147,15.331359117,keep,,-9.5,7.0,10.0
09_grid9_p7_TL_xneg9.5_y7__govee-44,2,43,79,9,74,2,3,2,,,,14.008476257324219,44,0,70,0.000000,0,14.0084762573,3,2026-04-29 12:45:42.990,2026-04-29 12:46:43.012,T6ncwg==,COMPACT,25.3233333333,45.1466666667,0.2836666667,4.131,-1,4,4,1,30,214,15.2764651964,keep,,-9.5,7.0,10.0
35534_grid9_p5_C_x0_y0_z6__govee-02,4,3,4,4,111,12.75,3,23.25,,,,8.11921755472819,2,30,0,inf,8.1192175547,0,4,2026-04-29 14:02:41.477,2026-04-29 14:04:11.456,T6ncwg==,COMPACT,27.0675,46.5375,0.28725,4.16175,-1,180.5,26,1,30,165,20.3221552924,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-03,7,6,7,8,202.5,23,6,43,,,,14.946645100911459,3,50,0,inf,14.9466451009,0,4,2026-04-29 14:05:41.394,2026-04-29 14:07:11.359,T6ncwg==,COMPACT,26.95,46.5,0.39275,4.1485,-1,329.5,47,1,30,302.5,20.2386554279,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-04,11,9,10,11,289.3333333333,33,8.3333333333,61.6666666667,,,,21.44200325012207,4,70,0,inf,21.4420032501,0,3,2026-04-29 14:08:41.316,2026-04-29 14:09:41.356,T6ncwg==,COMPACT,26.88,46.38,0.4593333333,4.134,-1,471,67,1,30,433.3333333333,20.2095545028,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-05,14,12,13.3333333333,14.3333333333,374,43,11,78.3333333333,,,,27.82653872172038,5,90,0,inf,27.8265387217,0,3,2026-04-29 14:11:41.309,2026-04-29 14:12:41.304,T6ncwg==,COMPACT,26.8466666667,46.3233333333,0.511,4.1223333333,-1,609,88.6666666667,1,30,559.9999999999,20.1246732697,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-07,3,6,8,4,94.3333333333,10,3,20.3333333333,,,,6.912534077962239,7,24,6,4.000000,5.5300272624,1.3825068156,3,2026-04-29 14:17:11.171,2026-04-29 14:18:11.202,T6ncwg==,COMPACT,26.6466666667,46.3366666667,0.268,4.1066666667,-1,145.6666666667,19,1,30,148.6666666666,21.5068258601,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-08,6,12,18,8,175,19,5,38,,,,12.94980525970459,8,40,10,4.000000,10.3598442078,2.5899610519,3,2026-04-29 14:20:11.085,2026-04-29 14:21:11.123,T6ncwg==,COMPACT,26.6466666667,46.3266666667,0.3736666667,4.0916666667,-1,267,36,1,30,281,21.6991680079,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-09,9,19,28,11,255.3333333333,28,8,53.6666666667,,,,18.935972213745117,9,56,14,4.000000,15.148777771,3.7871944427,3,2026-04-29 14:23:11.049,2026-04-29 14:24:11.106,T6ncwg==,COMPACT,26.4766666667,46.35,0.4416666667,4.0773333333,-1,385.6666666667,52.3333333333,1,30,412,21.7575308703,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-10,12,28.25,45,16,338.25,36,10,68.5,,,,25.29252560933431,10,72,18,4.000000,20.2340204875,5.0585051219,4,2026-04-29 14:25:41.006,2026-04-29 14:27:10.987,T6ncwg==,COMPACT,26.4075,46.395,0.50175,4.071,-1,499.75,70,1,30,554,21.903704223,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-12,2,11,18,4,78,7.6666666667,2,15,,,,5.8951772054036455,12,18,12,1.500000,3.5371063232,2.3580708822,3,2026-04-29 14:31:40.843,2026-04-29 14:32:40.854,T6ncwg==,COMPACT,26.22,46.52,0.2473333333,4.06,-1,103,14,1,30,137.6666666667,23.3524221359,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-13,5,27,46,9,158,15,5,29,,,,12.108513196309408,13,30,20,1.500000,7.2651079178,4.8434052785,4,2026-04-29 14:34:10.902,2026-04-29 14:35:40.867,T6ncwg==,COMPACT,26.2025,46.645,0.3625,4.038,-1,194,27,1,30,294,24.280437675,keep,,0.0,0.0,6.0
35534_grid9_p5_C_x0_y0_z6__govee-14,8,44,76,15,240.6666666667,22,8,42,,,,18.602078755696613,14,42,28,1.500000,11.1612472534,7.4408315023,3,2026-04-29 14:37:10.780,2026-04-29 14:38:10.713,T6ncwg==,COMPACT,26.0166666667,46.7166666667,0.4426666667,4.0363333333,-1,285.6666666667,40,1,30,455.6666666667,24.4954702456,keep,,0.0,0.0,6.0
