segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
13,8,2,4.000000,10,23.393,1.0,2845.9,0.07484451315928177,0.05095049017885379,0.029375592958290873,0.031132506412734105,0.48100558659217874,22.6431827545166,10,marker,13,2026-03-08 17:08:52.766,2026-03-08 17:09:02.766,2026-03-08 17:09:52.766,72.0,213.0,145.0,56.0,2052.7,135.0,83.6,88.6,1599.7,1949.8
14,25,5,5.000000,30,23.608,1.0,1086.9,0.2754623240408501,0.14159536295887384,0.01600883245928788,0.015916827675039102,0.07654974630487538,76.31098175048828,10,marker,14,2026-03-08 17:12:37.639,2026-03-08 17:12:47.639,2026-03-08 17:13:37.639,20.9,299.4,153.9,14.4,541.1,22.5,17.4,17.3,241.3,284.0
15,38,8,4.750000,45,23.255,1.0,2210.9,0.09027997648016645,0.059704192862635126,0.028042878465783166,0.029942557329594284,0.3866103739445114,112.91497039794922,10,master_time_fallback,,,2026-03-08 16:59:23.192,2026-03-08 17:00:13.193,55.0,199.6,132.0,42.0,1554.1,100.0,62.0,66.2,1195.1,1432.6
16,50,10,5.000000,60,23.323,1.0,2833.4,0.085056822192419,0.05646925954683419,0.028587562645584808,0.030528693442507235,0.4177057356608479,145.1723175048828,10,master_time_fallback,,,2026-03-08 17:00:46.292,2026-03-08 17:01:36.292,71.0,241.0,160.0,55.0,2008.9,130.0,81.0,86.5,1551.7,1882.0
17,67,13,5.153846,80,23.344,1.0,3710.7,0.0813862613523055,0.05416767725766028,0.02910502061605627,0.03091060985797828,0.4427435387673956,190.8272247314453,10,master_time_fallback,,,2026-03-08 17:02:08.630,2026-03-08 17:02:58.631,93.3,302.0,201.0,72.0,2646.7,173.0,108.0,114.7,2043.0,2519.6
18,83,17,4.882353,100,23.338,1.0,4568.2,0.08230813011689506,0.054288341140930785,0.02909242152270041,0.030865548793835646,0.43894230769230763,246.7563018798828,10,master_time_fallback,,,2026-03-08 17:03:31.424,2026-03-08 17:04:21.425,115.0,376.0,248.0,89.0,3253.7,212.6,132.9,141.0,2491.9,3119.8
19,9,1,9.000000,10,23.379,1.0,445.2,0.022012578616352203,0.020215633423180595,0.0325696316262354,0.03593890386343217,1.622340425531915,25.128019332885742,10,master_time_fallback,,,2026-03-08 17:04:54.120,2026-03-08 17:05:44.120,12.0,9.8,9.0,9.0,350.9,24.0,14.5,16.0,302.3,352.4
20,26,4,6.500000,30,23.352,1.0,1506.7,0.08561757483241521,0.05774208535209398,0.028539191610805068,0.030530298002256585,0.41203703703703703,76.5584487915039,10,master_time_fallback,,,2026-03-08 17:06:16.950,2026-03-08 17:07:06.951,37.0,129.0,87.0,29.0,1066.7,69.0,43.0,46.0,828.8,985.5
21,39,6,6.500000,45,23.373333333333335,1.0,2181.222222222222,0.07839641383526055,0.05333401253120065,0.028984768987825378,0.031175182109928177,0.45668986852281523,113.10826110839844,9,master_time_fallback,,,2026-03-08 17:07:40.048,2026-03-08 17:08:30.049,55.0,171.0,116.33333333333333,43.0,1562.2222222222222,102.44444444444444,63.22222222222222,68.0,1222.2222222222222,1471.5555555555557
22,52,8,6.500000,60,23.386,1.0,2846.9,0.07481822333064034,0.05093259334714953,0.029505778214900417,0.03126207453721592,0.48324022346368717,148.0382080078125,10,master_time_fallback,,,2026-03-08 17:09:02.352,2026-03-08 17:09:52.353,72.0,213.0,145.0,56.0,2052.9,135.0,84.0,89.0,1607.4,1958.2
23,70,10,7.000000,80,23.422,1.0,3727.0,0.0697612020391736,0.04794741078615508,0.02978266702441642,0.03171451569627046,0.5224527011625256,193.8927459716797,10,master_time_fallback,,,2026-03-08 17:10:25.174,2026-03-08 17:11:15.174,95.4,260.0,178.7,74.0,2709.7,180.0,111.0,118.2,2123.0,2633.8
24,88,12,7.333333,100,23.476,1.0,4588.2,0.06682359095069963,0.04598753323743516,0.030077154439649537,0.03203870799006146,0.5506182380216383,251.44715881347656,10,master_time_fallback,,,2026-03-08 17:11:48.655,2026-03-08 17:12:38.655,118.0,306.6,211.0,91.4,3352.4,223.8,138.0,147.0,2618.4,3308.8
25,10,0,inf,10,23.589,1.0,490.3,0.02141545992249643,0.020395676116663267,0.03263308178666123,0.03467264939832755,1.6097560975609757,27.753910064697266,10,master_time_fallback,,,2026-03-08 17:13:11.221,2026-03-08 17:14:01.221,13.0,10.5,10.0,10.0,386.8,27.0,16.0,17.0,332.0,390.0
26,30,0,inf,30,23.591,1.0,1413.7,0.021928273325316546,0.02058428237957134,0.0332460918158025,0.03536818278276862,1.6139767054908485,79.359619140625,10,master_time_fallback,,,2026-03-08 17:14:34.222,2026-03-08 17:15:24.222,39.0,31.0,29.1,30.0,1110.1,77.5,47.0,50.0,944.1,1133.9
27,45,0,inf,45,23.622,1.0,2099.0,0.021867555979037636,0.02096236303001429,0.03287279656979514,0.03573130061934254,1.6017797552836484,117.85066223144531,10,master_time_fallback,,,2026-03-08 17:15:56.978,2026-03-08 17:16:46.978,58.0,45.9,44.0,45.0,1647.1,115.0,69.0,75.0,1393.3,1695.1
28,60,0,inf,60,23.582,1.0,2772.9,0.021637996321540624,0.02091672977748927,0.03317826102636229,0.03570269393054203,1.61864406779661,154.65846252441406,10,master_time_fallback,,,2026-03-08 17:17:19.093,2026-03-08 17:18:09.093,76.0,60.0,58.0,59.0,2175.9,153.0,92.0,99.0,1830.6,2256.8
29,80,0,inf,80,23.573999999999998,1.0,3657.8,0.021816392366996555,0.020777516539996717,0.0332987041391,0.035649844168625947,1.618741976893453,214.96421813964844,10,master_time_fallback,,,2026-03-08 17:18:41.781,2026-03-08 17:19:31.781,101.0,79.8,76.0,78.0,2869.2,201.6,121.8,130.4,2394.4,3005.1
30,100,0,inf,100,23.586666666666666,1.0,4423.888888888889,0.021700364184352634,0.020796182343337938,0.03322868265728997,0.035715182720080375,1.622340425531915,244.59063720703125,9,master_time_fallback,,,2026-03-08 17:20:05.511,2026-03-08 17:20:55.512,122.0,96.0,92.0,94.11111111111111,3470.777777777778,244.0,147.0,158.0,2875.4444444444443,3668.5555555555557
